Car Name,Kilometers,Fuel,Transmission,Registration,EMI,Final Price,Location
2018 Honda Amaze,110887,CNG,Manual,HR-15,₹3.51L₹3.00 lakh,₹2.90 lakh, 1666 Chiranjeev Colony Kaithal Park KAITHAL Kaithal
2015 Maruti Swift,116650,CNG,Manual,HR-02,"EMI ₹5,984/m*",₹1.40 lakh, Industrial Area Kaithal Haryana
2022 Tata ALTROZ,59907,CNG,Manual,HR-03,₹3.39 lakh,₹3.70 lakh, Adarsh Nagar Kaithal Haryana
2013 Maruti Alto 800,70254,Petrol,Manual,HR-71,"EMI ₹8,802/m*",₹3.50 lakh, Huda Kaithal Haryana
2015 Datsun Go Plus,133500,CNG,Manual,PB-65,₹2.80L₹2.65 lakh,₹2.70 lakh, Ashoka Garden Colony Kaithal Haryana
2022 Maruti Celerio,92643,CNG,Manual,CH-01,"EMI ₹2,892/m*",₹0.95 lakh, Amar Garh Colony Kaithal Haryana
2018 Maruti Swift,137939,CNG,Manual,PB-13,₹1.40L₹1.30 lakh,₹6.93 lakh, Chiranjeev Colony Kaithal Haryana
2022 Maruti Baleno,117876,Petrol,Manual,CH-01,"EMI ₹7,913/m*",₹3.45 lakh, Janakpuri collony Janakpuri collony Kaithal
2013 Hyundai Santro Xing,97424,CNG,Manual,PB-11,₹4.48 lakh,₹6.50 lakh, Near Community centre Near Community centre Kaithal
2018 Maruti Alto K10,81483,CNG,Manual,HR-85,"EMI ₹8,664/m*",₹3.60 lakh, Patti Khot Kaithal Haryana
2019 Hyundai NEW SANTRO,68917,CNG,Manual,CH-01,₹3.29 lakh,Account , Kaithal Haryana India Kaithal
2018 Hyundai Creta,38188,Petrol,Manual,PB-30,"EMI ₹4,783/m*",₹5.00 lakh, Sec 9 Huda Ambala
2018 Maruti Wagon R 1.0,64023,CNG,Manual,HR-29,₹2.35L₹2.15 lakh,₹2.55 lakh, Sector 9 Ambala City Haryana
2024 KIA SONET,39395,Petrol,Manual,HR-54,"EMI ₹16,683/m*",₹4.57 lakh, Manmohan Nagar Ambala Haryana
2018 Maruti Vitara Brezza,127319,Diesel,Manual,JK-02,₹8.00L₹7.50 lakh,₹4.28 lakh, 304 Housing Board colonyBaldev Nagar Locality :- Ambala city Ambala
2016 Mahindra XUV500,93533,Diesel,Manual,CH-01,"EMI ₹8,968/m*",₹3.27 lakh, Durga Nagar Ambala City Haryana
2022 Tata ALTROZ,90004,CNG,Manual,PB-08,₹2.70 lakh,₹4.76 lakh, 1245 Prabhu prem puram Zirakpur
2022 Mahindra XUV700,126579,Petrol,Manual,HR-01,"EMI ₹9,773/m*",₹2.72 lakh, Distt ambala city Ambala
2017 Tata TIGOR,59924,Petrol,Manual,CH-01,₹1.45L₹1.10 lakh,₹2.97 lakh, Ambala Sadar Ambala Cantt Haryana
2023 Mahindra Thar,33108,Petrol,Manual,HR-51,"EMI ₹6,355/m*",₹1.68 lakh, Prem Nagar Ambala Haryana
2015 Hyundai Grand i10,61626,Diesel,Manual,HR-08,₹1.35 lakh,₹5.54 lakh, Ambala Haryana India
2016 Maruti Alto 800,89558,Petrol,Manual,HR-09,"EMI ₹12,234/m*",₹8.09 lakh, Haryana India Near bhagwati mandir
2020 Maruti Alto,56184,Petrol,Manual,UP-25,₹5.90L₹5.50 lakh,₹1.71 lakh, Ambala cantt Landmark - Near shiv mandir Ambala
2012 Maruti Wagon R 1.0,170860,Petrol,Manual,UP-23,"EMI ₹12,457/m*",₹2.31 lakh, Ambala Cantt Ambala Haryana
2013 Hyundai i20,125150,Diesel,Manual,DL-12,₹5.60 lakh,₹2.73 lakh, Geeta Nagari Ambala Haryana
2016 Maruti Alto 800,161503,Petrol,Manual,UP-85,"EMI ₹15,534/m*",₹2.57 lakh, BC Bazaar Ambala Cantt Haryana
2020 Hyundai Creta,119593,Diesel,Manual,UP-86,₹3.48L₹3.30 lakh,₹3.86 lakh, Mahesh Nagar Ambala Cantt Haryana
2014 Toyota Etios,173275,Diesel,Manual,UP-25,"EMI ₹14,837/m*",₹3.40 lakh, Vijay Nagar Ambala Haryana
2015 Hyundai Grand i10,119013,Diesel,Manual,UP-16,₹6.67 lakh,₹2.91 lakh, Model Town Ambala Haryana
2014 Hyundai Grand i10,121584,Diesel,Manual,UP-85,"EMI ₹19,607/m*",₹4.49 lakh, Jaggi Colony Ambala Haryana
2018 Hyundai Elite i20,128495,Diesel,Manual,UP-12,₹11.45 lakh,₹3.55 lakh, Ambala Singanwala Haryana
2012 Maruti Ritz,212995,Diesel,Manual,UP-16,"EMI ₹8,885/m*",₹4.60 lakh," Bestech Square Mall, Mohali"
2017 Maruti Swift Dzire,65678,Diesel,Manual,HR-26,₹1.20L₹1.00 lakh,₹4.05 lakh," Bestech Square Mall, Mohali"
2014 Maruti Alto K10,78242,Petrol,Manual,UP-14,"EMI ₹8,954/m*",₹2.87 lakh," Bestech Square Mall, Mohali"
2012 Hyundai i10,96040,Petrol,Manual,UP-13,₹3.60L₹3.40 lakh,₹1.77 lakh," Bestech Square Mall, Mohali"
2017 Renault Kwid,170107,Petrol,Manual,HR-26,"EMI ₹8,002/m*",₹1.53 lakh," Bestech Square Mall, Mohali"
2012 Renault Duster,123949,Diesel,Manual,UP-80,₹1.70 lakh,₹3.35 lakh," Bestech Square Mall, Mohali"
2013 Maruti Ritz,100317,Diesel,Manual,HR-14,"EMI ₹7,043/m*",₹4.13 lakh," Bestech Square Mall, Mohali"
2012 Maruti Ritz,128963,Diesel,Manual,HR-10,₹4.00L₹3.99 lakh,₹2.13 lakh," Bestech Square Mall, Mohali"
2017 Hyundai Creta,102752,Diesel,Manual,HR-72,"EMI ₹10,010/m*",₹4.15 lakh," Bestech Square Mall, Mohali"
2012 Toyota Fortuner,167147,Diesel,Manual,UP-80,₹4.50 lakh,₹2.35 lakh," Bestech Square Mall, Mohali"
2014 Hyundai i20,97496,Diesel,Manual,DL-11,"EMI ₹11,625/m*",₹4.69 lakh," Bestech Square Mall, Mohali"
2023 Hyundai Verna,13632,Petrol,Manual,HR-14,₹3.67L₹3.50 lakh,₹3.65 lakh," Bestech Square Mall, Mohali"
2011 Hyundai i10,98976,CNG,Manual,HR-51,"EMI ₹2,765/m*",₹1.63 lakh," Bestech Square Mall, Mohali"
2017 Mahindra XUV500,125986,Diesel,Manual,HR-02,₹1.05 lakh,₹2.48 lakh," Bestech Square Mall, Mohali"
2014 Honda Mobilio,138782,Diesel,Manual,UP-17,"EMI ₹8,885/m*",₹1.79 lakh," Bestech Square Mall, Mohali"
2020 Maruti Alto,73358,CNG,Manual,UP-14,₹1.20L₹1.00 lakh,₹3.75 lakh," Bestech Square Mall, Mohali"
2022 Renault TRIBER,135102,Petrol,Manual,UP-15,"EMI ₹2,987/m*",₹6.10 lakh," Bestech Square Mall, Mohali"
2012 Nissan Micra,199038,Diesel,Manual,HR-95,₹1.53 lakh,₹3.09 lakh," Bestech Square Mall, Mohali"
2015 Jaguar XF,104840,Diesel,Manual,UP-15,"EMI ₹10,062/m*",₹3.43 lakh," Bestech Square Mall, Mohali"
2024 Maruti BREZZA,11607,Petrol,Manual,UP-14,₹5.70 lakh,₹3.19 lakh," Bestech Square Mall, Mohali"
2018 Renault Duster,100754,Diesel,Manual,UP-14,"EMI ₹6,111/m*",Account , Vishwakarma Mohalla Yamuna Nagar Haryana
2023 Mahindra SCORPIO-N,38836,Diesel,Manual,DL-10,₹1.84 lakh,Account , Green vihar colony Buria Road jagadhri Yamuna Nagar
2020 KIA SELTOS,100771,Diesel,Manual,UP-14,"EMI ₹9,974/m*",Account , Harbanspura Colony Yamuna Nagar Haryana
2017 Toyota Fortuner,158859,Diesel,Manual,HR-30,₹5.65 lakh,Account , Rampura Industrial Area Yamuna Nagar Haryana
2011 Audi Q7,129576,Diesel,Manual,UP-16,"EMI ₹10,827/m*",Account , Lawyers chamber no A 309 near court complex Yamunanagar opposite anaj mandi jagadhri Huda sector 17 jagadhri Yamuna Nagar
2021 Honda Amaze,120545,CNG,Manual,UP-13,₹2.30 lakh,₹1.10 lakh, 47PR+FH5 Yamuna Nagar Haryana
2013 Maruti Wagon R 1.0,93049,CNG,Manual,HR-72,"EMI ₹10,638/m*",₹1.35 lakh, Model Town Yamuna Nagar Haryana
2015 Renault Kwid,24000,Petrol,Manual,UP-15,₹6.03 lakh,₹5.50 lakh, Prem Colony Yamuna Nagar Haryana
2011 Maruti Wagon R 1.0,84753,Petrol,Manual,UP-13,"EMI ₹10,007/m*",₹5.60 lakh, Yamuna Nagar Gadhauli Haryana
2025 Hyundai NEW I20,11185,Petrol,Manual,UP-15,₹3.80 lakh,₹3.30 lakh, Opp.trikona park Opp.trikona park Yamuna Nagar
2020 Hyundai Creta,135976,Diesel,Manual,HR-26,"EMI ₹10,010/m*",₹6.67 lakh, Raja garden jaroda gate Raja garden jaroda gate Jagadhri
2013 Nissan Terrano,121136,Diesel,Manual,UP-14,₹4.70L₹4.50 lakh,₹11.45 lakh, Rampura Industrial Area Yamuna Nagar Haryana
2017 Tata NEXON,153913,Diesel,Manual,UP-14,Not available on EMI,₹1.00 lakh, Gayatri public school Gayatri public school Raipur
2017 Maruti Vitara Brezza,114602,Diesel,Manual,UP-14,₹1.00 lakh,₹3.40 lakh, Vishnu Nagar Yamuna Nagar Haryana
2013 Hyundai Eon,115168,Petrol,Manual,UP-14,"EMI ₹12,004/m*",₹1.70 lakh, Yamuna Nagar Yamunanagar Haryana
2018 Tata TIGOR,92793,Diesel,Manual,UP-15,₹6.80 lakh,₹3.99 lakh, Sector 35 Jagadhri Haryana
2020 Hyundai Elite i20,87061,Petrol,Manual,UP-81,"EMI ₹7,061/m*",₹4.50 lakh, jagadhri workshop Yamuna Nagar
2013 Maruti Ritz,101323,Diesel,Manual,UP-81,₹4.05L₹4.00 lakh,₹3.50 lakh, Farakhpur Yamuna Nagar Haryana
2017 Honda WR-V,252995,Diesel,Manual,UP-81,"EMI ₹6,643/m*",₹1.05 lakh, Huda Jagadhri Haryana
2018 Maruti Vitara Brezza,81599,Diesel,Manual,UP-85,₹2.00 lakh,₹1.00 lakh, Huda Yamuna Nagar Haryana
2021 MG HECTOR PLUS,64711,Diesel,Manual,UP-86,"EMI ₹10,062/m*",₹1.53 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2021 Jeep Compass,86579,Petrol,Manual,UP-81,₹5.70 lakh,₹5.70 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2021 Tata Tiago,70448,CNG,Manual,UP-81,Not available on EMI,₹1.84 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2018 Maruti Wagon R 1.0,58764,Petrol,Manual,UP-81,₹1.25 lakh,₹5.65 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2019 Maruti Baleno,66791,Petrol,Manual,UP-70,"EMI ₹4,477/m*",₹2.30 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2023 Maruti Baleno,46071,Petrol,Manual,UP-81,₹1.70 lakh,Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2016 Ford Figo Aspire,68162,Petrol,Manual,UP-81,"EMI ₹15,993/m*",Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2021 Tata NEXON,77764,Diesel,Manual,UP-79,₹1.80 lakh,Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2014 Honda Amaze,102204,Petrol,Manual,UP-81,"EMI ₹8,238/m*",₹5.66 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2020 Maruti S PRESSO,120704,Petrol,Manual,HR-51,₹1.80L₹1.75 lakh,₹2.31 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2021 Tata Tiago,46320,Petrol,Manual,UP-16,"EMI ₹7,061/m*",₹1.37 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2020 Tata Tiago,40221,Petrol,Manual,UP-13,₹1.50 lakh,₹2.17 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2021 Hyundai GRAND I10 NIOS,99475,CNG,Manual,UP-13,"EMI ₹6,355/m*",₹3.50 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2017 Hyundai Elite i20,42780,Petrol,Manual,UP-13,₹3.60 lakh,₹2.30 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2019 Honda Amaze,79195,Petrol,Manual,UP-14,"EMI ₹3,476/m*",₹3.50 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2019 Tata NEXON,97713,CNG,Manual,DL-14,₹1.32 lakh,₹1.20 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2023 MG ASTOR,28044,Petrol,Manual,UP-14,"EMI ₹10,780/m*",₹1.30 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2016 Maruti Alto 800,65898,Petrol,Manual,UP-13,₹2.29 lakh,₹4.56 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2022 Nissan MAGNITE,80226,Petrol,Manual,UP-13,"EMI ₹2,765/m*",₹3.60 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2017 Maruti Baleno,50569,Petrol,Manual,UP-16,₹1.05 lakh,₹4.85 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2014 Hyundai Grand i10,51501,Petrol,Manual,UP-13,"EMI ₹18,658/m*",₹1.07 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2022 Skoda SLAVIA,81928,Petrol,Manual,UP-86,₹2.10 lakh,₹2.51 lakh," Metro Walk, Rohini, New Delhi"
2013 Renault Duster,131753,Diesel,Manual,DL-10,"EMI ₹5,695/m*",₹3.20 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2023 Tata NEXON,79406,Petrol,Manual,UP-83,₹2.56 lakh,₹7.15 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2015 Maruti Swift,145761,Diesel,Manual,UP-82,"EMI ₹11,411/m*",₹2.60 lakh," Wave One Mall, Sec-18, Noida"
2017 Hyundai Creta,181445,CNG,Manual,UP-44,₹5.13 lakh,₹8.00 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2013 Nissan Sunny,83491,Diesel,Manual,UP-82,"EMI ₹9,991/m*",₹4.50 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2018 Mahindra XUV500,150809,Diesel,Manual,UP-84,₹5.66 lakh,₹3.50 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2018 Maruti Swift,202705,Petrol,Manual,UP-75,"EMI ₹7,673/m*",Account ," M3M Urbana, Golf Course Ext., Gurugram"
2017 Maruti Swift Dzire,162094,Diesel,Manual,HR-26,₹2.40L₹2.31 lakh,Account ," Metro Walk, Rohini, New Delhi"
2012 Hyundai i10,182606,CNG,Manual,UP-16,"EMI ₹3,608/m*",₹5.36 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2013 Nissan Sunny,138053,Diesel,Manual,UP-75,₹1.37 lakh,₹12.20 lakh," Metro Walk, Rohini, New Delhi"
2013 Maruti Alto K10,138289,Petrol,Manual,UP-84,"EMI ₹5,714/m*",₹2.11 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2012 Renault Duster,157516,Diesel,Manual,UP-78,₹2.17 lakh,₹10.80 lakh," Metro Walk, Rohini, New Delhi"
2019 Mahindra MARAZZO,161725,Diesel,Manual,UP-32,"EMI ₹7,786/m*",₹1.99 lakh," Metro Walk, Rohini, New Delhi"
2019 Honda Amaze,84691,Petrol,Manual,UP-14,₹3.50 lakh,₹1.66 lakh, DLF South Court Saket
2022 Tata PUNCH,38856,Petrol,Manual,UP-25,"EMI ₹10,827/m*",₹2.23 lakh," Udyog Vihar, Sector 18, Gurgaon"
2014 Ford Ecosport,112193,Diesel,Manual,UP-84,₹2.80L₹2.30 lakh,₹1.08 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2017 Maruti Vitara Brezza,80374,Diesel,Manual,UP-80,"EMI ₹6,178/m*",₹1.70 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2011 Maruti Alto K10,81210,Petrol,Manual,UP-14,₹3.70L₹3.50 lakh,₹1.65 lakh," Udyog Vihar, Sector 18, Gurgaon"
2023 Maruti New Wagon-R,100080,Petrol,Manual,UP-75,"EMI ₹5,649/m*",₹6.76 lakh, 12.4 km away Partapur Meerut
2022 KIA SONET,141215,Petrol,Manual,BR-01,₹1.20 lakh,₹2.21 lakh, 12.4 km away Partapur Meerut Uttar Pradesh
2019 Maruti Alto K10,29343,Petrol,Manual,UP-65,"EMI ₹6,120/m*",₹1.50 lakh, 14.2 km away Rithani Meerut
2016 Maruti Swift,100403,Petrol,Manual,UP-65,₹1.30 lakh,₹1.60 lakh, 14.4 km away Ansal's Sushant City Meerut Uttar Pradesh
2015 Renault Kwid,79381,Petrol,Manual,UP-67,"EMI ₹8,050/m*",₹2.95 lakh, 14.6 km away Ansal's Sushant City Meerut Uttar Pradesh
2013 Toyota Etios Liva,284775,Diesel,Manual,UP-65,₹4.80L₹4.56 lakh,₹1.30 lakh, 3.7 km away Sikrikala Modinagar
2019 Maruti Swift,86111,Petrol,Manual,UP-65,"EMI ₹8,008/m*",₹4.20 lakh, 7.3 km away Kumhali patti Kalchhina
2013 Nissan Micra,81568,Petrol,Manual,UP-65,₹3.60 lakh,₹1.72 lakh, 9.3 km away Malik Nagar Muradnagar
2015 Ford Ecosport,168000,Diesel,Manual,UP-70,"EMI ₹10,789/m*",₹1.00 lakh, 9.4 km away Old Muradnagar Muradnagar
2019 Mahindra MARAZZO,173291,Diesel,Manual,UP-62,₹4.85 lakh,₹1.15 lakh, 10.0 km away Brij Vihar Colony Muradnagar
2014 Maruti Swift,148666,Diesel,Manual,UP-32,Not available on EMI,Account , 0.2 km away Ghaziabad Uttar Pradesh India
2018 Hyundai Verna,54857,Diesel,Manual,UP-65,₹1.07 lakh,Account , 0.5 km away Tulsi Ram Maheshwari Public School Modinagar Uttar Pradesh
2012 Renault Duster,99289,Diesel,Manual,UP-64,"EMI ₹5,583/m*",₹1.50 lakh, 0.8 km away Modi Bhawan Modinagar Uttar Pradesh
2015 Maruti Swift,193511,Diesel,Manual,UP-65,₹2.51 lakh,₹1.40 lakh, 0.8 km away Bhrampuri Modinagar Uttar Pradesh
2014 Honda City,98344,Diesel,Manual,UP-65,"EMI ₹6,256/m*",₹1.04 lakh, 0.9 km away Bholapuri Pilkhuwa Uttar Pradesh
2017 Tata NEXON,82368,Petrol,Manual,HR-51,₹3.20 lakh,₹4.90 lakh, 22.8 km away Shri Nagar Hapur
2023 Maruti Ertiga,159082,CNG,Manual,UP-61,"EMI ₹12,622/m*",₹6.30 lakh, 22.8 km away Bulandshahr Road Industrial Area Ghaziabad Uttar Pradesh
2017 Maruti S Cross,76545,Diesel,Manual,UP-80,₹7.50L₹7.15 lakh,₹2.20 lakh, 34.2 km away Bullandshar Bairangpur Urf Naibasti
2011 Hyundai i20,113600,Diesel,Manual,UP-32,"EMI ₹5,784/m*",₹9.60 lakh, 52.7 km away बूर नगर बुलंदशहर
2014 Honda Amaze,112060,Diesel,Manual,UP-65,₹2.70L₹2.60 lakh,₹1.00 lakh, 52.7 km away Bulandshahar Bulandshahr Uttar Pradesh
2015 Honda Amaze,168653,Diesel,Manual,UP-78,"EMI ₹13,698/m*",₹5.21 lakh, 18.2 km away Devshree Heights Meerut
2017 Tata Tiago,54187,Petrol,Manual,UP-78,₹8.55L₹8.00 lakh,₹1.85 lakh, 20.1 km away Ghaziabad Uttar Pradesh India
2023 KIA SELTOS,24049,Petrol,Manual,UP-78,"EMI ₹10,010/m*",₹2.50 lakh, 20.5 km away Raj Nagar Extension Ghaziabad
2015 Volkswagen Polo,103616,Diesel,Manual,UP-70,₹5.00L₹4.50 lakh,₹2.90 lakh, 20.9 km away Near Policeline Greater Noida Ghaziabad
2011 Toyota Etios,131039,Petrol,Manual,UP-32,"EMI ₹9,217/m*",₹1.00 lakh, 21.1 km away Raj Nagar Extension Ghaziabad Uttar Pradesh
2014 Toyota Innova,192912,Diesel,Manual,UP-78,₹3.50 lakh,₹5.15 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2016 Maruti Vitara Brezza,147835,Diesel,Manual,UP-32,"EMI ₹9,003/m*",₹11.20 lakh," Wave One Mall, Sec-18, Noida"
2020 Hyundai VENUE,75807,Petrol,Manual,UP-32,₹5.10 lakh,₹4.55 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2016 Renault Kwid,53265,Petrol,Manual,UP-32,Not available on EMI,₹16.10 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2025 Maruti Swift,13085,Petrol,Manual,UP-32,₹1.19 lakh,₹10.30 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2019 Renault Kwid,52006,Petrol,Manual,UP-32,Not available on EMI,₹18.80 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2016 Maruti Alto K10,74169,Petrol,Manual,UP-32,₹4.70 lakh,₹4.47 lakh," Wave One Mall, Sec-18, Noida"
2012 Renault Duster,126306,Diesel,Manual,UP-79,Not available on EMI,Account ," Gaur City mall, Multilevel parking, Greater Noida"
2012 Hyundai New Elantra,125000,Diesel,Manual,UP-78,₹1.70 lakh,Account ," Wave One Mall, Sec-18, Noida"
2021 Maruti XL6,159061,Petrol,Manual,UP-25,"EMI ₹5,083/m*",₹4.70 lakh," Wave One Mall, Sec-18, Noida"
2012 Volkswagen Polo,70089,Petrol,Manual,UP-75,₹2.60 lakh,₹1.36 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2020 Hyundai GRAND I10 NIOS,38335,Petrol,Manual,UP-65,"EMI ₹15,193/m*",₹1.20 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2016 Maruti Swift,13644,Petrol,Manual,UP-65,₹1.71 lakh,₹0.73 lakh," Wave One Mall, Sec-18, Noida"
2017 Volvo S60,101874,Diesel,Manual,UP-66,Not available on EMI,₹7.00 lakh," Wave One Mall, Sec-18, Noida"
2014 Hyundai Santro Xing,89972,CNG,Manual,UP-70,₹1.75L₹1.65 lakh,₹6.50 lakh," Wave One Mall, Sec-18, Noida"
2014 Datsun Go,142142,Petrol,Manual,UP-70,"EMI ₹3,687/m*",₹1.36 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2018 Renault Kwid,82193,Petrol,Manual,UP-70,₹1.49L₹1.40 lakh,₹3.30 lakh," Wave One Mall, Sec-18, Noida"
2019 Ford FREESTYLE,55165,Diesel,Manual,UP-14,"EMI ₹2,892/m*",₹4.75 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2022 Tata PUNCH,23927,Petrol,Manual,UP-70,₹1.54L₹1.30 lakh,₹1.08 lakh," Wave One Mall, Sec-18, Noida"
2020 Renault TRIBER,42304,Petrol,Manual,UP-70,"EMI ₹9,951/m*",₹3.00 lakh," Wave One Mall, Sec-18, Noida"
2016 Hyundai Creta,70369,Petrol,Manual,UP-70,₹1.12 lakh,₹5.15 lakh," Metro Walk, Rohini, New Delhi"
2023 Maruti Alto K10,68841,Petrol,Manual,UP-14,"EMI ₹6,620/m*",₹1.94 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2022 Skoda SLAVIA,59236,Petrol,Manual,UP-71,₹3.75 lakh,₹3.50 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2024 MG HECTOR PLUS,21040,Diesel,Manual,UP-32,Not available on EMI,₹4.90 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2017 Datsun Redi Go,42708,Petrol,Manual,UP-32,₹0.75 lakh,₹11.00 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2015 Honda City,102351,Petrol,Manual,UP-72,"EMI ₹3,003/m*",₹11.58 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2022 Honda City,67065,Hybrid,Manual,UP-65,₹1.35 lakh,Account ," M3M Urbana, Golf Course Ext., Gurugram"
2022 MG HECTOR,3910,Petrol,Manual,UP-70,"EMI ₹8,803/m*",Account ," Metro Walk, Rohini, New Delhi"
2018 Jeep Compass,79915,Petrol,Manual,UP-44,₹1.87 lakh,Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2023 Maruti BREZZA,51609,Petrol,Manual,UP-44,Not available on EMI,Account ," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2020 Tata Tiago,66022,Petrol,Manual,UP-13,₹1.88 lakh,Account ," Metro Walk, Rohini, New Delhi"
2016 Maruti Baleno,39394,Petrol,Manual,DL-10,"EMI ₹8,898/m*",Account ," Metro Walk, Rohini, New Delhi"
2016 Hyundai Creta,69960,Petrol,Manual,UP-16,₹4.10L₹4.00 lakh,Account ," Metro Walk, Rohini, New Delhi"
2017 Tata Tiago,73667,Petrol,Manual,UP-17,"EMI ₹12,357/m*",₹4.44 lakh, DLF South Court Saket
2016 Hyundai Creta,13317,Petrol,Manual,UP-17,₹7.00 lakh,₹2.51 lakh," Udyog Vihar, Sector 18, Gurgaon"
2023 Mahindra Thar,60308,Petrol,Manual,UP-78,"EMI ₹9,189/m*",₹4.50 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2021 Renault TRIBER,66996,Petrol,Manual,UP-17,₹4.70 lakh,₹5.61 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2021 Maruti Swift,62963,CNG,Manual,UP-15,"EMI ₹13,347/m*",₹2.60 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2019 Maruti Swift,58358,CNG,Manual,UP-17,₹7.20L₹6.00 lakh,₹5.58 lakh," Udyog Vihar, Sector 18, Gurgaon"
2023 Toyota Glanza,60527,Petrol,Manual,UP-17,Not available on EMI,₹2.11 lakh, Rajouri Garden
2015 Hyundai Eon,43518,Petrol,Manual,UP-32,₹0.75L₹0.72 lakh,₹2.62 lakh, Aligarh Muslim University Aligarh Uttar Pradesh
2017 Renault Kwid,86916,Petrol,Manual,UP-63,"EMI ₹8,120/m*",₹4.42 lakh, Dodhpur Aligarh
2016 Maruti Swift,65394,Petrol,Manual,UP-65,₹5.33L₹4.60 lakh+ other charges,₹3.54 lakh, Badar Bagh Aligarh
2022 Maruti Swift,66173,Petrol,Manual,UP-64,"EMI ₹7,918/m*",₹4.61 lakh, Bank Colony Aligarh Uttar Pradesh
2015 Maruti Wagon R 1.0,65974,CNG,Manual,UP-66,₹4.40L₹4.05 lakh+ other charges,₹4.14 lakh, S.S Nagar Aligarh
2019 Tata NEXON,43084,Petrol,Manual,CG-30,"EMI ₹8,826/m*",₹3.59 lakh, Hem Chand Compound Aligarh
2015 Honda Amaze,40807,Petrol,Manual,CG-15,₹5.64L₹5.00 lakh+ other charges,₹4.91 lakh, Hem Chand Compound Aligarh Uttar Pradesh
2017 Maruti Wagon R 1.0,43479,Petrol,Manual,UP-53,"EMI ₹9,542/m*",₹7.77 lakh, Manjur Garhi Aligarh
2019 Maruti Swift,57241,Petrol,Manual,JH-01,₹4.99L₹2.87 lakh+ other charges,₹1.91 lakh, Sita ram street Khirnigate Aligarh
2018 Renault Kwid,62282,Petrol,Manual,MP-20,"EMI ₹4,661/m*",₹5.21 lakh, Vinay nagar colony Shanti lata clinic Aligarh
2016 Tata Tiago,79222,Petrol,Manual,MP-66,₹1.88L₹1.77 lakh+ other charges,₹3.65 lakh, Naya Nagla Gohana Bijahari
2019 Datsun Redi Go,34061,Petrol,Manual,MP-53,"EMI ₹2,991/m*",₹2.27 lakh, Civil Lines Aligarh
2019 Maruti Swift,30678,Petrol,Manual,MP-07,₹2.39L₹1.53 lakh+ other charges,₹8.08 lakh, Zohra Bagh Jeevangarh Aligarh
2022 Tata NEXON,48769,Petrol,Manual,MP-17,"EMI ₹7,452/m*",Account , Surendra Nagar Aligarh Uttar Pradesh
